Accession,Description,Gene Symbol,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,"Abundance: F2: 130N, Sample, A, (-)BiotinPD","Abundance: F2: 129C, Sample, A, (-)Hpg","Abundance: F2: 126, Sample, A, 0_0Hr","Abundance: F2: 127N, Sample, A, 0_5Hr","Abundance: F2: 127C, Sample, A, 1_0Hr","Abundance: F2: 128N, Sample, A, 1_5Hr","Abundance: F2: 128C, Sample, A, 2_0Hr","Abundance: F2: 129N, Sample, A, 3_0Hr","Abundance: F2: 134N, Sample, B, (-)BiotinPD","Abundance: F2: 133C, Sample, B, (-)Hpg","Abundance: F2: 130C, Sample, B, 0_0Hr","Abundance: F2: 131N, Sample, B, 0_5Hr","Abundance: F2: 131C, Sample, B, 1_0Hr","Abundance: F2: 132N, Sample, B, 1_5Hr","Abundance: F2: 132C, Sample, B, 2_0Hr","Abundance: F2: 133N, Sample, B, 3_0Hr","Abundance: F1: 126, Sample, C, (-)BiotinPD","Abundance: F1: 130N, Sample, C, (-)Hpg","Abundance: F1: 129C, Sample, C, 0_0Hr","Abundance: F1: 129N, Sample, C, 0_5Hr","Abundance: F1: 128C, Sample, C, 1_0Hr","Abundance: F1: 128N, Sample, C, 1_5Hr","Abundance: F1: 127C, Sample, C, 2_0Hr","Abundance: F1: 127N, Sample, C, 3_0Hr","Abundance: F1: 130C, Sample, D, (-)BiotinPD","Abundance: F1: 134N, Sample, D, (-)Hpg","Abundance: F1: 133C, Sample, D, 0_0Hr","Abundance: F1: 133N, Sample, D, 0_5Hr","Abundance: F1: 132C, Sample, D, 1_0Hr","Abundance: F1: 132N, Sample, D, 1_5Hr","Abundance: F1: 131C, Sample, D, 2_0Hr","Abundance: F1: 131N, Sample, D, 3_0Hr","Abundance: F8: 126, Sample, E, (-)BiotinPD","Abundance: F8: 133C, Sample, E, (-)Hpg","Abundance: F8: 127C, Sample, E, 0_0Hr","Abundance: F8: 128C, Sample, E, 0_5Hr","Abundance: F8: 129C, Sample, E, 1_0Hr","Abundance: F8: 130C, Sample, E, 1_5Hr","Abundance: F8: 131C, Sample, E, 2_0Hr","Abundance: F8: 132C, Sample, E, 3_0Hr","Abundance: F8: 127N, Sample, F, (-)BiotinPD","Abundance: F8: 134N, Sample, F, (-)Hpg","Abundance: F8: 128N, Sample, F, 0_0Hr","Abundance: F8: 129N, Sample, F, 0_5Hr","Abundance: F8: 130N, Sample, F, 1_0Hr","Abundance: F8: 131N, Sample, F, 1_5Hr","Abundance: F8: 132N, Sample, F, 2_0Hr","Abundance: F8: 133N, Sample, F, 3_0Hr",Quantified,Run 1 - Quantified,Run 2 - Quantified,Run 3 - Quantified,Run 1 - Fully Quantified,Run 2 - Fully Quantified,Run 3 - Fully Quantified,Total - Fully Quantified,Run 1 - % Hpg Pulse Channels Quantified,Run 2 - % Hpg Pulse Channels Quantified,Run 3 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Hpg Pulse channels Quantified,Biological Replicate 2 - % Hpg Pulse Channels Quantified,Biological Replicate 3 - % Hpg Pulse Channels Quantified,Biological Replicate 4 - % Hpg Pulse Channels Quantified,Biological Replicate 5 - % Hpg Pulse channels Quantified,Biological Replicate 6 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Channels Quantified,Biological Replicate 2 - % Channels Quantified,Biological Replicate 3 - % Channels Quantified,Biological Replicate 4 - % Channels Quantified,Biological Replicate 5 - % Channels Quantified,Biological Replicate 6 - % Channels Quantified
G3V6C1,Serpin B5 OS,SERPINB5,6.767,6,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2,458.3,251.9,161.7,63,146.4,77,82.1,206.1,64.9,105.3,59.8,169.2,49,60.2,80,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
D4ABT0,Guanine nucleotide-binding protein G(o) subunit alpha OS,GNAO1,6.757,5,2,2,1,178.8,11.3,9.2,13.3,16.1,6.8,5.5,15.5,429.2,6.2,9.6,1,6.1,8.7,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,93%,,,100%,86%,,,,,100%,88%,,,,
Q08163,Adenylyl cyclase-associated protein 1 OS,CAP1,6.753,6,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,159,90.4,26.4,12.5,35.5,17.2,22.2,467.7,22.9,9.3,10.7,28,14.2,15.1,15.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q4V7C6,GMP synthase [glutamine-hydrolyzing] OS,GMPS,6.715,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,52.5,69.3,39.9,19.9,33.5,25.8,14.8,444.4,13.6,28.7,21.2,37.7,15.3,21.1,15.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q63356,Unconventional myosin-Ie OS,MYO1E,6.674,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
D3ZJE2,Uncharacterized protein OS,RPL12-PS1,6.673,14,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2452.2,410.8,13.8,100.6,50.1,89.6,63.9,34,4200,39.5,,32,96.8,41.5,49.9,30.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
P62914,60S ribosomal protein L11 OS,RPL11,6.655,12,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.2,81.5,45.1,28,16.3,19.2,15.3,14.1,306.4,6.2,0.4,10.5,26.2,9.8,14.8,11.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q6AYD3,Proliferation-associated 2G4 OS,PA2G4,6.639,5,2,4,2,177.8,10.7,11.3,11.4,8.8,6,6.5,5.8,342.3,3,13,,10,12.5,13,,,,,,,,,,,,,,,,,,162.2,119.8,62.9,34.5,24.4,35.6,18.6,22.5,475.3,18.2,5.8,16.9,30.3,16.3,25.6,14.9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,86%,,100%,100%,71%,,,100%,100%,100%,75%,,,100%,100%
O08651,D-3-phosphoglycerate dehydrogenase OS,PHGDH,6.626,5,2,2,2,,,,,,,,,,,,,,,,,363.5,7.7,5.3,5.7,6.8,10.3,,24.4,289.1,5.8,5.1,10.4,8.8,6.9,,9.2,187.7,135.6,38.4,56.5,28.8,41.6,37.6,21.4,369.3,23.9,26,22.7,47.3,18.4,30.1,26.6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,86%,100%,,,86%,86%,100%,100%,,,88%,88%,100%,100%
P18163,Long-chain-fatty-acid--CoA ligase 1 OS,ACSL1,6.607,6,4,4,3,39.9,18.3,12,18.1,7.2,11.3,12.1,17.8,68.2,12.3,7.8,4.2,6.5,7.3,15.1,6.5,89.1,3,4.2,7,10.3,10.9,,10.4,74,2.6,3.9,8.9,7.2,8.3,4.6,4.5,58.6,164,22.6,11.8,8.8,16.7,6.3,5.6,162.2,8.4,10,7.4,14.4,5.8,8.7,5.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%,100%
Q91ZS3,45 kDa calcium-binding protein OS,SDF4,6.596,5,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.5,119.7,124.6,66.9,36.4,57.3,48.9,46.9,1929.5,26.3,79.7,40.1,61.3,40.2,40.9,39.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P20788,"Cytochrome b-c1 complex subunit Rieske, mitochondrial OS",UQCRFS1,6.541,8,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
F1LW77,Protein Rab33b OS,RAB33B,6.524,8,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
P85970,Actin-related protein 2/3 complex subunit 2 OS,ARPC2,6.515,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.4,152.3,75.8,30.9,18.9,25.8,24.7,21.1,514.1,17.4,19,16.7,31.8,17,24.6,19.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
G3V6H5,Mitochondrial 2-oxoglutarate/malate carrier protein OS,SLC25A11,6.497,6,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2,42,3.4,2.8,,5.9,2.5,2.6,96.5,,,1.7,4.4,1.6,5.6,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,79%,,,,,86%,71%,,,,,88%,63%
D3ZMS3,"Matrilin 4 (Predicted), isoform CRA_b OS",MATN4,6.489,6,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.7,49.9,62.5,27.8,18.1,30.6,22.1,19.6,409.1,14.6,7.2,15.3,35.5,17.4,17.1,18.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P62815,"V-type proton ATPase subunit B, brain isoform OS",ATP6V1B2,6.485,7,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.3,131.5,90,54.3,27.6,42.4,38.6,29.7,435.5,16.6,42.7,29.3,36.5,24.3,29,24.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
G3V9E4,Acylamino-acid-releasing enzyme OS,APEH,6.46,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.9,306.3,230.3,165,116.8,143.6,117.5,74,372.7,63.9,139.8,88.6,139.2,90.9,102.5,81,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q66HA6,ADP-ribosylation factor-like protein 8B OS,ARL8B,6.435,15,3,4,3,140,13.5,8.3,13.8,6.5,14.7,5.5,9.4,315.8,7.5,12,1.9,8.6,4.9,12.4,4.2,432.4,8.3,10.8,12.1,15.2,13.8,,35.6,368.6,4.8,7.3,16,16.5,14.2,1.9,7.7,121.7,95.8,126.7,44,33,35.6,27.3,15.6,333.6,14.8,8.4,12.5,39.4,19.3,17,15.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%,100%
P10860,"Glutamate dehydrogenase 1, mitochondrial OS",GLUD1,6.433,6,4,5,4,333.7,28,19.4,21.5,23.2,21.2,10.4,21.2,563.3,18.9,17.3,4.6,9.9,22.5,15.9,7.4,96.5,5.5,6,7,11.2,8.7,,18,75,,6.9,8.1,6.5,8.3,2.6,6.4,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,93%,,100%,100%,86%,100%,,,100%,100%,88%,88%,,
Q9EQV6,Tripeptidyl-peptidase 1 OS,TPP1,6.382,4,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.2,50.5,33,45.7,21.8,34.8,36.9,20.5,567,26.5,10.7,23.8,48.3,22.8,17.7,18.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
G3V7I3,"ATPase type 13A1 (Predicted), isoform CRA_a OS",ATP13A1,6.377,3,3,3,3,194.8,7.6,9.6,13.4,14.9,10.6,6.9,14,392.4,6.6,11.4,1.2,10.4,10.2,9.4,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
P81795,Eukaryotic translation initiation factor 2 subunit 3 OS,EIF2S3,6.371,9,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3,32.4,26.9,19.4,11,20.8,4.3,4.3,165,8.2,5.8,6.8,16,5.5,10.8,9.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
F8WFV1,Protein LOC100911928 OS,PDIA5,6.351,9,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
A1A5L1,Bleomycin hydrolase OS,BLMH,6.341,5,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.8,192.8,145.8,155.8,116.6,136.4,94.9,49.8,632.4,53.9,114,60.6,144.4,55.9,76,66.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
F1LSV4,Protein Sptlc2 OS,SPTLC2,6.336,9,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
G3V9N9,"Mannosidase 1, alpha (Predicted), isoform CRA_a OS",MAN1A1,6.334,7,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
Q6TXE9,LRRGT00050 OS,EPRS,6.333,1,2,3,2,,,,,,,,,,,,,,,,,234.6,6.4,7.3,5.7,5,7.5,13.4,9.4,178.6,7.2,4.7,7.3,5,5.9,3.1,6.5,145.6,103.4,142.2,73.2,18.8,43.9,36.9,22.6,591.8,26.3,10.2,26.9,49.3,17.3,28.3,16.7,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
F1M7A0,DNA topoisomerase 2 (Fragment) OS,TOP2A,6.322,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.1,73,151.1,59.1,31.6,69.5,34.7,39.4,1164.5,34.6,18.8,22.3,73.4,36.2,32.9,24.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
M0RCH0,Eukaryotic translation initiation factor 3 subunit I (Fragment) OS,EIF3I,6.306,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.4,236.9,96.8,121,59.3,101.1,126.4,71.8,1241.7,119.2,96.8,63.4,153.5,68.4,60.8,76.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
M0R6B4,Protein LOC100910002 OS,LOC100910002,6.282,9,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
B4F7A3,Galectin OS,LGALSL,6.269,17,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
I6L9G6,Protein Tardbp OS,TARDBP,6.261,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,232,98.7,33.8,15.6,34.3,22.4,23.8,610.5,10.7,15,22.3,33.3,15.8,22.3,18.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q498E0,Thioredoxin domain-containing protein 12 OS,TXNDC12,6.168,18,3,4,3,959.3,10.6,86.2,78.4,68.1,36.6,29.7,16.7,2641.4,,84.7,2.9,39.5,23.7,35.8,,292,5.1,51.2,55.3,60.4,65.8,29.2,58,262.8,1.2,23.4,69.2,59.8,47.1,44.2,22.3,1170,92.9,88.9,93.5,69.1,91.2,67.4,40.8,1386,27,2.7,57,72.2,52.1,59.4,39.1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,75%,100%,100%,100%,100%
P83732,60S ribosomal protein L24 OS,RPL24,6.163,11,2,4,2,121.3,15.1,4.1,3.3,7.5,,1.9,7.8,284.9,2.1,7.9,,3.3,2.4,2.8,2.9,241.7,5.1,20,17.1,25.5,29.1,2.6,116.1,228,13.8,20.3,25,18.2,25.3,36.4,20.7,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,86%,100%,,86%,86%,100%,100%,,,88%,88%,100%,100%,,
P27605,Hypoxanthine-guanine phosphoribosyltransferase OS,HPRT1,6.087,12,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,47.1,44.6,17.2,11.4,21.4,16,13.3,193,9.3,6,10.9,19.5,11.9,13.4,12.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P62282,40S ribosomal protein S11 OS,RPS11,6.075,15,3,4,3,,,,,,,,,,,,,,,,,424.2,9.9,4.6,20.2,33.2,34.4,,74.7,355.1,5.7,11.7,25.4,27.4,31.7,14,12.2,424.4,305.5,35.6,26.6,15.3,27,16.9,17.8,900.1,9.8,7.6,12.2,27.9,17.7,26.4,18.3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,93%,100%,,,86%,100%,100%,100%,,,88%,100%,100%,100%
P0C5H9,Mesencephalic astrocyte-derived neurotrophic factor OS,MANF,6.061,13,2,5,2,160.1,11.2,21.7,16.2,18.7,6.6,3.1,6.9,503.2,5.1,20.1,0.8,7.4,5.6,7.5,0.8,,,,,,,,,,,,,,,,,68.4,13.4,17.1,11.9,5.2,12.8,8,10.3,150.3,6.1,16,5.1,19,7.5,7.1,8.1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
Q4V7C7,Actin-related protein 3 OS,ACTR3,6.013,5,2,2,2,,,,,,,,,,,,,,,,,206.2,,4.5,7,5.4,3.6,,36.4,173.1,4.9,4.2,7.8,4.9,3.7,,4.5,89.8,67.9,99.5,31.7,26.2,26.6,17.2,8.9,278.6,7.7,31.7,7.2,26,10.3,16.4,11.6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,86%,100%,,,86%,86%,100%,100%,,,75%,88%,100%,100%
P27881,Hexokinase-2 OS,HK2,5.998,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,27.1,63.4,51.9,45.8,42.9,38.8,26.9,287.3,19.2,40.6,38.4,41.9,33.7,53.4,36.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P17764,"Acetyl-CoA acetyltransferase, mitochondrial OS",ACAT1,5.906,9,3,3,3,115.7,3.9,3.3,8.4,5.7,5.3,2.4,3.5,214.1,3,3.3,,2.1,2.8,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86%,,,100%,71%,,,,,100%,75%,,,,
G3V6H2,"Pre-mRNA processing factor 8, isoform CRA_a OS",PRPF8,5.895,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.4,73.8,31.9,24.9,16.2,24.2,13.5,20.8,480.9,8.5,,15,22.9,15.7,14.1,15.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
D4A8T3,"Coatomer protein complex, subunit zeta 1 (Predicted) OS",COPZ1,5.888,12,2,3,2,121.9,13.8,10.3,17.1,10.4,12.2,8,10.9,291.3,11.7,11.9,2,8.2,10.5,12.7,13.3,175,,4.3,5.9,7.2,12.1,,19.4,147.7,,3.8,8.6,7.4,9.3,2.8,4.6,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,93%,,100%,100%,86%,100%,,,100%,100%,75%,88%,,
P11167,"Solute carrier family 2, facilitated glucose transporter member 1 OS",SLC2A1,5.881,6,3,4,3,849.3,13.6,40.7,45.4,46.9,39.1,23.8,41.9,1505.8,12.7,33.2,4.4,33,31,39.2,7.6,960.7,,50.8,66.2,60.2,93.8,,79.9,743.2,6.6,30.5,67.3,62.3,51.6,48.2,33,197.7,40,32.4,26.1,17.4,19.1,23,22.2,402.2,10.9,,15.3,22.6,13.3,18.1,11.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,100%,93%,93%,100%,100%,86%,100%,100%,86%,100%,100%,75%,100%,100%,88%
D4A2H2,Protein Sptlc1 OS,SPTLC1,5.876,6,3,3,3,170.5,2.1,8.6,9.3,11.6,10.4,11.4,6.4,273.8,2.9,14.1,,8.2,5.4,6.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,93%,,,100%,86%,,,,,100%,88%,,,,
Q63507,60S ribosomal protein L14 OS,RPL14,5.874,10,2,4,2,48.2,6.8,1.9,,5.1,,,3.9,139.4,2,,,3.6,2.6,3.2,,,,,,,,,,,,,,,,,,25.7,17.4,11,9.5,6.7,7.9,7.1,7.7,69.2,6.3,11.6,3.2,15.8,6.3,8.7,5.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,57%,,100%,57%,57%,,,100%,100%,63%,63%,,,100%,100%
Q9Z2M4,"Peroxisomal 2,4-dienoyl-CoA reductase OS",DECR2,5.853,12,3,4,3,88.2,13.3,8.4,9.9,6.9,9.2,5.1,19.8,196.6,7.9,6.7,1.8,3.5,5.8,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,93%,,,100%,86%,,,,,100%,88%,,,,
G3V6I5,Protein Dnaja3 OS,DNAJA3,5.85,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
P70580,Membrane-associated progesterone receptor component 1 OS,PGRMC1,5.841,11,2,2,2,83.7,4.3,5.4,6,5.5,4.4,2,5.4,173.9,3,,1.2,6.1,,16,,,,,,,,,,,,,,,,,,60.2,26.4,24,19,6.1,17.9,7.7,8.5,73.7,5.6,18.1,8.1,16.6,11.8,4.2,4.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,79%,,100%,100%,57%,,,100%,100%,100%,63%,,,100%,100%
Q5BK63,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS",NDUFA9,5.825,9,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
D3ZAA3,Latent transforming growth factor beta binding protein 1 OS,LTBP1,5.739,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.7,29.5,68.4,42.3,27.5,24.9,36.8,22,259,12.4,86.4,15.4,28.9,22.1,26.3,26.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P42667,Signal peptidase complex catalytic subunit SEC11A OS,SEC11A,5.738,9,2,3,2,163.5,5.8,4.1,2.7,3,2.3,1.8,2.5,334.8,3,7,,2,2,4.2,,,,,,,,,,,,,,,,,,810.6,241.3,86.1,65,56.4,58.5,60.1,29.4,1639.2,30.9,,43.9,62.3,37.5,58.6,47.1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,86%,,93%,100%,71%,,,100%,86%,100%,75%,,,100%,88%
Q5XHZ9,Pachytene checkpoint protein 2 homolog OS,TRIP13,5.676,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,14.9,6.4,13.1,8.6,11.5,8.6,7.3,318.4,8.1,1.8,6,9.9,5.3,9.7,8.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q5M964,Fumarate hydratase 1 OS,FH,5.654,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7,87,27.4,15.7,10.3,14.2,9.7,10.1,116.4,4.7,7.1,6,12.9,8.8,9.1,6.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P62271,40S ribosomal protein S18 OS,RPS18,5.653,16,2,3,2,118,8.9,8.2,10.2,6.6,6,4.2,5.9,368,4.8,12,7.4,6.8,4,4.9,,254.6,6.6,9.4,10.1,13.5,11.7,5.4,41.9,197.8,7.5,6.5,15.9,15,18.1,3.6,11.6,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,93%,100%,,100%,86%,100%,100%,,,100%,88%,100%,100%,,
P42123,L-lactate dehydrogenase B chain OS,LDHB,5.634,7,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,18.7,16,4.7,3.1,6.8,3.4,6.3,49.4,2,5,4.4,6.9,,4,2.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
P42930,Heat shock protein beta-1 OS,HSPB1,5.625,14,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.7,201.9,115.6,23.9,8.7,42.3,26.7,11.7,279.1,11.3,15,13.6,26.8,11.6,16.6,14.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
D3ZFP4,Protein Mcm3 OS,MCM3,5.609,7,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
